team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,49,right,0,0,locomotive,0
kosmicznispawacze,49,right,2,0,locomotive,0
kosmicznispawacze,49,right,3,0,locomotive,0
kosmicznispawacze,49,right,4,1,0,0
kosmicznispawacze,49,right,5,1,0,0
kosmicznispawacze,49,right,6,1,0,0
kosmicznispawacze,49,right,7,1,0,0
kosmicznispawacze,49,right,8,1,0,0
kosmicznispawacze,49,right,9,1,0,0
kosmicznispawacze,49,right,10,1,0,0
kosmicznispawacze,49,right,11,1,0,0
kosmicznispawacze,49,right,12,1,0,0
kosmicznispawacze,49,right,13,1,0,0
kosmicznispawacze,49,right,14,1,0,0
kosmicznispawacze,49,right,15,1,0,0
kosmicznispawacze,49,right,16,1,0,0
kosmicznispawacze,49,right,17,1,0,0
kosmicznispawacze,49,right,18,1,0,0
kosmicznispawacze,49,right,19,1,0,0
kosmicznispawacze,49,right,20,1,0,0
kosmicznispawacze,49,right,21,1,0,0
kosmicznispawacze,49,right,22,1,0,0
kosmicznispawacze,49,right,23,2,0,0
kosmicznispawacze,49,right,24,2,0,0
kosmicznispawacze,49,right,25,2,0,0
kosmicznispawacze,49,right,26,2,0,0
kosmicznispawacze,49,right,27,2,0,0
kosmicznispawacze,49,right,28,2,0,0
kosmicznispawacze,49,right,29,3,0,0
kosmicznispawacze,49,right,30,3,0,0
kosmicznispawacze,49,right,31,3,0,0
kosmicznispawacze,49,right,32,3,0,0
kosmicznispawacze,49,right,33,3,0,0
kosmicznispawacze,49,right,34,3,0,0
kosmicznispawacze,49,right,35,3,0,0
kosmicznispawacze,49,right,36,3,0,0
kosmicznispawacze,49,right,37,3,0,0
kosmicznispawacze,49,right,38,3,0,0
kosmicznispawacze,49,right,39,3,0,0
kosmicznispawacze,49,right,40,3,0,0
kosmicznispawacze,49,right,41,3,0,0
kosmicznispawacze,49,right,42,3,0,0
kosmicznispawacze,49,right,43,4,0,0
kosmicznispawacze,49,right,44,4,0,0
kosmicznispawacze,49,right,45,5,0,0
kosmicznispawacze,49,right,46,5,0,0
kosmicznispawacze,49,right,47,5,0,0
kosmicznispawacze,49,right,48,5,0,0
kosmicznispawacze,49,right,49,5,0,0
kosmicznispawacze,49,right,50,5,0,0
kosmicznispawacze,49,right,51,5,0,0
kosmicznispawacze,49,right,52,5,0,0
kosmicznispawacze,49,right,53,5,0,0
kosmicznispawacze,49,right,54,5,0,0
kosmicznispawacze,49,right,55,5,0,0
kosmicznispawacze,49,right,56,5,0,0
kosmicznispawacze,49,right,57,5,0,0
kosmicznispawacze,49,right,58,5,0,0
kosmicznispawacze,49,right,59,5,0,0
kosmicznispawacze,49,right,60,5,0,0
kosmicznispawacze,49,right,61,5,0,0
kosmicznispawacze,49,right,62,5,0,0
kosmicznispawacze,49,right,63,5,0,0
kosmicznispawacze,49,right,64,5,0,0
kosmicznispawacze,49,right,65,5,0,0
