team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,36,right,0,0,locomotive,0
kosmicznispawacze,36,right,1,0,locomotive,0
kosmicznispawacze,36,right,2,0,locomotive,0
kosmicznispawacze,36,right,3,0,locomotive,0
kosmicznispawacze,36,right,4,0,locomotive,0
kosmicznispawacze,36,right,5,0,locomotive,0
kosmicznispawacze,36,right,6,0,locomotive,0
kosmicznispawacze,36,right,7,0,locomotive,0
kosmicznispawacze,36,right,8,0,locomotive,0
kosmicznispawacze,36,right,9,0,locomotive,0
kosmicznispawacze,36,right,10,0,locomotive,0
kosmicznispawacze,36,right,11,0,locomotive,0
kosmicznispawacze,36,right,12,0,locomotive,0
kosmicznispawacze,36,right,13,0,locomotive,0
kosmicznispawacze,36,right,14,0,locomotive,0
kosmicznispawacze,36,right,15,0,locomotive,0
kosmicznispawacze,36,right,16,0,locomotive,0
kosmicznispawacze,36,right,17,0,locomotive,0
kosmicznispawacze,36,right,18,0,locomotive,0
kosmicznispawacze,36,right,19,0,locomotive,0
kosmicznispawacze,36,right,20,0,locomotive,0
kosmicznispawacze,36,right,21,0,locomotive,0
kosmicznispawacze,36,right,22,0,locomotive,0
kosmicznispawacze,36,right,23,1,0,0
kosmicznispawacze,36,right,24,1,0,0
kosmicznispawacze,36,right,25,1,0,0
kosmicznispawacze,36,right,26,1,0,0
kosmicznispawacze,36,right,27,1,0,0
kosmicznispawacze,36,right,28,1,0,0
kosmicznispawacze,36,right,29,2,0,0
kosmicznispawacze,36,right,30,2,0,0
kosmicznispawacze,36,right,31,2,0,0
kosmicznispawacze,36,right,32,2,0,0
kosmicznispawacze,36,right,33,2,0,0
kosmicznispawacze,36,right,34,2,0,0
kosmicznispawacze,36,right,35,2,0,0
kosmicznispawacze,36,right,36,2,0,0
kosmicznispawacze,36,right,37,2,0,0
kosmicznispawacze,36,right,38,2,0,0
kosmicznispawacze,36,right,39,2,0,0
kosmicznispawacze,36,right,40,2,0,0
kosmicznispawacze,36,right,41,2,0,0
kosmicznispawacze,36,right,42,2,0,0
kosmicznispawacze,36,right,43,2,0,0
kosmicznispawacze,36,right,44,2,0,0
kosmicznispawacze,36,right,45,2,0,0
kosmicznispawacze,36,right,46,2,0,0
kosmicznispawacze,36,right,47,2,0,0
kosmicznispawacze,36,right,48,2,0,0
kosmicznispawacze,36,right,49,2,0,0
kosmicznispawacze,36,right,50,2,0,0
kosmicznispawacze,36,right,51,3,0,0
kosmicznispawacze,36,right,52,3,0,0
kosmicznispawacze,36,right,53,3,0,0
kosmicznispawacze,36,right,54,3,0,0
kosmicznispawacze,36,right,55,3,0,0
kosmicznispawacze,36,right,56,3,0,0
kosmicznispawacze,36,right,57,3,0,0
kosmicznispawacze,36,right,58,3,0,0
kosmicznispawacze,36,right,59,3,0,0
kosmicznispawacze,36,right,60,3,0,0
kosmicznispawacze,36,right,61,3,0,0
kosmicznispawacze,36,right,62,3,0,0
kosmicznispawacze,36,right,63,3,0,0
kosmicznispawacze,36,right,64,3,0,0
kosmicznispawacze,36,right,65,3,0,0
kosmicznispawacze,36,right,66,3,0,0
kosmicznispawacze,36,right,67,3,0,0
kosmicznispawacze,36,right,68,3,0,0
kosmicznispawacze,36,right,69,3,0,0
kosmicznispawacze,36,right,70,3,0,0
kosmicznispawacze,36,right,71,3,0,0
kosmicznispawacze,36,right,72,3,0,0
kosmicznispawacze,36,right,73,3,0,0
kosmicznispawacze,36,right,74,4,0,0
kosmicznispawacze,36,right,75,4,0,0
kosmicznispawacze,36,right,76,4,0,0
kosmicznispawacze,36,right,77,4,0,0
kosmicznispawacze,36,right,78,4,0,0
kosmicznispawacze,36,right,79,4,0,0
kosmicznispawacze,36,right,80,4,0,0
kosmicznispawacze,36,right,81,4,0,0
kosmicznispawacze,36,right,82,4,0,0
kosmicznispawacze,36,right,83,4,0,0
kosmicznispawacze,36,right,84,4,0,0
kosmicznispawacze,36,right,85,4,0,0
kosmicznispawacze,36,right,86,4,0,0
kosmicznispawacze,36,right,87,4,0,0
kosmicznispawacze,36,right,88,4,0,0
kosmicznispawacze,36,right,89,4,0,0
kosmicznispawacze,36,right,90,4,0,0
