team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,27,right,0,0,locomotive,0
kosmicznispawacze,27,right,1,0,locomotive,0
kosmicznispawacze,27,right,2,0,locomotive,0
kosmicznispawacze,27,right,3,1,0,0
kosmicznispawacze,27,right,4,1,0,0
kosmicznispawacze,27,right,5,1,0,0
kosmicznispawacze,27,right,6,2,0,0
kosmicznispawacze,27,right,7,2,0,0
kosmicznispawacze,27,right,8,2,0,0
kosmicznispawacze,27,right,9,2,0,0
kosmicznispawacze,27,right,10,2,0,0
kosmicznispawacze,27,right,11,2,0,0
kosmicznispawacze,27,right,12,2,0,0
kosmicznispawacze,27,right,13,2,0,0
kosmicznispawacze,27,right,14,2,0,0
kosmicznispawacze,27,right,15,2,0,0
kosmicznispawacze,27,right,16,2,0,0
kosmicznispawacze,27,right,17,2,0,0
kosmicznispawacze,27,right,18,2,0,0
kosmicznispawacze,27,right,19,2,0,0
kosmicznispawacze,27,right,20,2,0,0
kosmicznispawacze,27,right,21,2,0,0
kosmicznispawacze,27,right,22,2,0,0
kosmicznispawacze,27,right,23,2,0,0
kosmicznispawacze,27,right,24,2,0,0
kosmicznispawacze,27,right,25,2,0,0
kosmicznispawacze,27,right,26,2,0,0
kosmicznispawacze,27,right,27,2,0,0
kosmicznispawacze,27,right,28,2,0,0
kosmicznispawacze,27,right,29,2,0,0
kosmicznispawacze,27,right,30,2,0,0
kosmicznispawacze,27,right,31,2,0,0
kosmicznispawacze,27,right,32,2,0,0
kosmicznispawacze,27,right,33,2,0,0
kosmicznispawacze,27,right,34,2,0,0
kosmicznispawacze,27,right,35,2,0,0
kosmicznispawacze,27,right,36,2,0,0
kosmicznispawacze,27,right,38,3,0,0
kosmicznispawacze,27,right,39,3,0,0
kosmicznispawacze,27,right,40,3,0,0
kosmicznispawacze,27,right,41,3,0,0
kosmicznispawacze,27,right,42,3,0,0
kosmicznispawacze,27,right,43,3,0,0
kosmicznispawacze,27,right,44,3,0,0
kosmicznispawacze,27,right,45,3,0,0
kosmicznispawacze,27,right,46,3,0,0
kosmicznispawacze,27,right,47,3,0,0
kosmicznispawacze,27,right,48,3,0,0
kosmicznispawacze,27,right,49,3,0,0
kosmicznispawacze,27,right,50,3,0,0
kosmicznispawacze,27,right,51,3,0,0
kosmicznispawacze,27,right,52,3,0,0
kosmicznispawacze,27,right,53,3,0,0
kosmicznispawacze,27,right,54,3,0,0
kosmicznispawacze,27,right,55,3,0,0
kosmicznispawacze,27,right,56,3,0,0
kosmicznispawacze,27,right,57,3,0,0
kosmicznispawacze,27,right,58,3,0,0
kosmicznispawacze,27,right,59,3,0,0
kosmicznispawacze,27,right,60,3,0,0
kosmicznispawacze,27,right,61,3,0,0
kosmicznispawacze,27,right,62,3,0,0
kosmicznispawacze,27,right,63,3,0,0
kosmicznispawacze,27,right,64,3,0,0
kosmicznispawacze,27,right,65,3,0,0
kosmicznispawacze,27,right,66,3,0,0
kosmicznispawacze,27,right,67,3,0,0
kosmicznispawacze,27,right,68,4,0,0
kosmicznispawacze,27,right,69,4,0,0
kosmicznispawacze,27,right,70,4,0,0
kosmicznispawacze,27,right,71,4,0,0
kosmicznispawacze,27,right,72,4,0,0
kosmicznispawacze,27,right,73,4,0,0
kosmicznispawacze,27,right,74,4,0,0
kosmicznispawacze,27,right,75,4,0,0
kosmicznispawacze,27,right,76,4,0,0
kosmicznispawacze,27,right,77,4,0,0
kosmicznispawacze,27,right,78,4,0,0
kosmicznispawacze,27,right,79,4,0,0
kosmicznispawacze,27,right,80,4,0,0
kosmicznispawacze,27,right,81,4,0,0
kosmicznispawacze,27,right,82,4,0,0
