team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,46,left,0,0,locomotive,0
kosmicznispawacze,46,left,1,0,locomotive,0
kosmicznispawacze,46,left,2,0,locomotive,0
kosmicznispawacze,46,left,3,1,0,0
kosmicznispawacze,46,left,4,1,0,0
kosmicznispawacze,46,left,5,1,0,0
kosmicznispawacze,46,left,6,1,0,0
kosmicznispawacze,46,left,7,1,0,0
kosmicznispawacze,46,left,8,1,0,0
kosmicznispawacze,46,left,9,1,0,0
kosmicznispawacze,46,left,10,1,0,0
kosmicznispawacze,46,left,11,1,0,0
kosmicznispawacze,46,left,12,1,0,0
kosmicznispawacze,46,left,13,1,0,0
kosmicznispawacze,46,left,14,1,0,0
kosmicznispawacze,46,left,15,1,0,0
kosmicznispawacze,46,left,16,1,0,0
kosmicznispawacze,46,left,17,1,0,0
kosmicznispawacze,46,left,18,1,0,0
kosmicznispawacze,46,left,19,1,0,0
kosmicznispawacze,46,left,20,1,0,0
kosmicznispawacze,46,left,21,1,0,0
kosmicznispawacze,46,left,22,1,0,0
kosmicznispawacze,46,left,23,1,0,0
kosmicznispawacze,46,left,24,1,0,0
kosmicznispawacze,46,left,25,1,0,0
kosmicznispawacze,46,left,26,1,0,0
kosmicznispawacze,46,left,27,1,0,0
kosmicznispawacze,46,left,28,1,0,0
kosmicznispawacze,46,left,29,1,0,0
kosmicznispawacze,46,left,30,1,0,0
kosmicznispawacze,46,left,31,1,0,0
kosmicznispawacze,46,left,32,1,0,0
kosmicznispawacze,46,left,33,1,0,0
kosmicznispawacze,46,left,34,1,0,0
kosmicznispawacze,46,left,35,1,0,0
kosmicznispawacze,46,left,36,1,0,0
kosmicznispawacze,46,left,37,1,0,0
kosmicznispawacze,46,left,38,1,0,0
kosmicznispawacze,46,left,39,1,0,0
kosmicznispawacze,46,left,40,1,0,0
kosmicznispawacze,46,left,41,1,0,0
kosmicznispawacze,46,left,42,1,0,0
kosmicznispawacze,46,left,43,1,0,0
kosmicznispawacze,46,left,44,1,0,0
kosmicznispawacze,46,left,45,1,0,0
kosmicznispawacze,46,left,46,1,0,0
kosmicznispawacze,46,left,47,1,0,0
kosmicznispawacze,46,left,48,1,0,0
kosmicznispawacze,46,left,49,1,0,0
kosmicznispawacze,46,left,50,1,0,0
kosmicznispawacze,46,left,51,1,0,0
kosmicznispawacze,46,left,52,1,0,0
kosmicznispawacze,46,left,53,1,0,0
kosmicznispawacze,46,left,54,1,0,0
kosmicznispawacze,46,left,55,1,0,0
kosmicznispawacze,46,left,56,1,0,0
kosmicznispawacze,46,left,57,1,0,0
kosmicznispawacze,46,left,58,1,0,0
kosmicznispawacze,46,left,59,1,0,0
kosmicznispawacze,46,left,60,1,0,0
kosmicznispawacze,46,left,61,1,0,0
kosmicznispawacze,46,left,62,1,0,0
kosmicznispawacze,46,left,63,1,0,0
kosmicznispawacze,46,left,64,1,0,0
kosmicznispawacze,46,left,65,1,0,0
kosmicznispawacze,46,left,66,1,0,0
kosmicznispawacze,46,left,67,1,0,0
kosmicznispawacze,46,left,68,1,0,0
kosmicznispawacze,46,left,69,1,0,0
kosmicznispawacze,46,left,70,1,0,0
kosmicznispawacze,46,left,71,1,0,0
kosmicznispawacze,46,left,72,1,0,0
kosmicznispawacze,46,left,73,1,0,0
kosmicznispawacze,46,left,74,1,0,0
kosmicznispawacze,46,left,75,1,0,0
kosmicznispawacze,46,left,76,1,0,0
kosmicznispawacze,46,left,77,1,0,0
kosmicznispawacze,46,left,78,1,0,0
kosmicznispawacze,46,left,79,1,0,0
kosmicznispawacze,46,left,80,1,0,0
kosmicznispawacze,46,left,81,1,0,0
kosmicznispawacze,46,left,82,1,0,0
kosmicznispawacze,46,left,83,1,0,0
kosmicznispawacze,46,left,84,1,0,0
kosmicznispawacze,46,left,85,1,0,0
kosmicznispawacze,46,left,86,1,0,0
kosmicznispawacze,46,left,87,1,0,0
kosmicznispawacze,46,left,88,1,0,0
kosmicznispawacze,46,left,89,1,0,0
kosmicznispawacze,46,left,90,1,0,0
kosmicznispawacze,46,left,91,1,0,0
kosmicznispawacze,46,left,92,1,0,0
kosmicznispawacze,46,left,93,1,0,0
kosmicznispawacze,46,left,94,1,0,0
kosmicznispawacze,46,left,95,1,0,0
kosmicznispawacze,46,left,96,1,0,0
kosmicznispawacze,46,left,97,1,0,0
kosmicznispawacze,46,left,98,1,0,0
kosmicznispawacze,46,left,99,1,0,0
kosmicznispawacze,46,left,100,1,0,0
kosmicznispawacze,46,left,101,1,0,0
kosmicznispawacze,46,left,102,1,0,0
kosmicznispawacze,46,left,103,1,0,0
kosmicznispawacze,46,left,104,1,0,0
kosmicznispawacze,46,left,105,1,0,0
kosmicznispawacze,46,left,106,1,0,0
kosmicznispawacze,46,left,107,1,0,0
kosmicznispawacze,46,left,108,1,0,0
kosmicznispawacze,46,left,109,1,0,0
kosmicznispawacze,46,left,110,1,0,0
kosmicznispawacze,46,left,111,1,0,0
kosmicznispawacze,46,left,112,1,0,0
kosmicznispawacze,46,left,113,1,0,0
