team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,42,left,0,0,locomotive,0
kosmicznispawacze,42,left,1,0,locomotive,0
kosmicznispawacze,42,left,2,0,locomotive,0
kosmicznispawacze,42,left,3,0,locomotive,0
kosmicznispawacze,42,left,4,0,locomotive,0
kosmicznispawacze,42,left,5,0,locomotive,0
kosmicznispawacze,42,left,6,0,locomotive,0
kosmicznispawacze,42,left,7,0,locomotive,0
kosmicznispawacze,42,left,8,0,locomotive,0
kosmicznispawacze,42,left,9,0,locomotive,0
kosmicznispawacze,42,left,10,0,locomotive,0
kosmicznispawacze,42,left,11,0,locomotive,0
kosmicznispawacze,42,left,12,0,locomotive,0
kosmicznispawacze,42,left,13,0,locomotive,0
kosmicznispawacze,42,left,14,0,locomotive,0
kosmicznispawacze,42,left,15,0,locomotive,0
kosmicznispawacze,42,left,16,0,locomotive,0
kosmicznispawacze,42,left,17,0,locomotive,0
kosmicznispawacze,42,left,18,0,locomotive,0
kosmicznispawacze,42,left,19,0,locomotive,0
kosmicznispawacze,42,left,20,0,locomotive,0
kosmicznispawacze,42,left,21,0,locomotive,0
kosmicznispawacze,42,left,22,0,locomotive,0
kosmicznispawacze,42,left,23,0,locomotive,0
kosmicznispawacze,42,left,24,0,locomotive,0
kosmicznispawacze,42,left,25,0,locomotive,0
kosmicznispawacze,42,left,26,0,locomotive,0
kosmicznispawacze,42,left,27,0,locomotive,0
kosmicznispawacze,42,left,28,0,locomotive,0
kosmicznispawacze,42,left,29,1,0,0
kosmicznispawacze,42,left,30,1,0,0
kosmicznispawacze,42,left,31,1,0,0
kosmicznispawacze,42,left,32,1,0,0
kosmicznispawacze,42,left,33,1,0,0
kosmicznispawacze,42,left,34,1,0,0
kosmicznispawacze,42,left,35,1,0,0
kosmicznispawacze,42,left,36,1,0,0
kosmicznispawacze,42,left,37,1,0,0
kosmicznispawacze,42,left,38,1,0,0
kosmicznispawacze,42,left,39,1,0,0
kosmicznispawacze,42,left,40,1,0,0
kosmicznispawacze,42,left,41,1,0,0
kosmicznispawacze,42,left,42,1,0,0
kosmicznispawacze,42,left,43,1,0,0
kosmicznispawacze,42,left,44,1,0,0
kosmicznispawacze,42,left,45,1,0,0
kosmicznispawacze,42,left,46,1,0,0
kosmicznispawacze,42,left,47,1,0,0
kosmicznispawacze,42,left,48,1,0,0
kosmicznispawacze,42,left,49,1,0,0
kosmicznispawacze,42,left,50,1,0,0
kosmicznispawacze,42,left,51,1,0,0
kosmicznispawacze,42,left,52,1,0,0
kosmicznispawacze,42,left,53,2,0,0
kosmicznispawacze,42,left,54,2,0,0
kosmicznispawacze,42,left,55,2,0,0
kosmicznispawacze,42,left,56,2,0,0
kosmicznispawacze,42,left,57,2,0,0
kosmicznispawacze,42,left,58,2,0,0
kosmicznispawacze,42,left,59,2,0,0
kosmicznispawacze,42,left,60,2,0,0
kosmicznispawacze,42,left,61,2,0,0
kosmicznispawacze,42,left,62,2,0,0
kosmicznispawacze,42,left,63,2,0,0
kosmicznispawacze,42,left,64,2,0,0
kosmicznispawacze,42,left,65,2,0,0
