team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,35,left,0,0,locomotive,0
kosmicznispawacze,35,left,1,0,locomotive,0
kosmicznispawacze,35,left,2,0,locomotive,0
kosmicznispawacze,35,left,3,0,locomotive,0
kosmicznispawacze,35,left,4,0,locomotive,0
kosmicznispawacze,35,left,5,0,locomotive,0
kosmicznispawacze,35,left,6,0,locomotive,0
kosmicznispawacze,35,left,7,0,locomotive,0
kosmicznispawacze,35,left,8,0,locomotive,0
kosmicznispawacze,35,left,9,0,locomotive,0
kosmicznispawacze,35,left,10,0,locomotive,0
kosmicznispawacze,35,left,11,0,locomotive,0
kosmicznispawacze,35,left,12,0,locomotive,0
kosmicznispawacze,35,left,13,0,locomotive,0
kosmicznispawacze,35,left,14,0,locomotive,0
kosmicznispawacze,35,left,15,0,locomotive,0
kosmicznispawacze,35,left,16,0,locomotive,0
kosmicznispawacze,35,left,17,0,locomotive,0
kosmicznispawacze,35,left,18,0,locomotive,0
kosmicznispawacze,35,left,19,0,locomotive,0
kosmicznispawacze,35,left,20,0,locomotive,0
kosmicznispawacze,35,left,21,0,locomotive,0
kosmicznispawacze,35,left,22,0,locomotive,0
kosmicznispawacze,35,left,23,0,locomotive,0
kosmicznispawacze,35,left,24,0,locomotive,0
kosmicznispawacze,35,left,25,0,locomotive,0
kosmicznispawacze,35,left,26,0,locomotive,0
kosmicznispawacze,35,left,27,0,locomotive,0
kosmicznispawacze,35,left,28,0,locomotive,0
kosmicznispawacze,35,left,29,0,locomotive,0
kosmicznispawacze,35,left,30,0,locomotive,0
kosmicznispawacze,35,left,31,0,locomotive,0
kosmicznispawacze,35,left,32,0,locomotive,0
kosmicznispawacze,35,left,33,0,locomotive,0
kosmicznispawacze,35,left,34,0,locomotive,0
kosmicznispawacze,35,left,35,1,0,0
kosmicznispawacze,35,left,36,1,0,0
kosmicznispawacze,35,left,37,1,0,0
kosmicznispawacze,35,left,38,1,0,0
kosmicznispawacze,35,left,39,1,0,0
kosmicznispawacze,35,left,40,1,0,0
kosmicznispawacze,35,left,41,1,0,0
kosmicznispawacze,35,left,42,1,0,0
kosmicznispawacze,35,left,43,1,0,0
kosmicznispawacze,35,left,44,1,0,0
kosmicznispawacze,35,left,45,1,0,0
kosmicznispawacze,35,left,46,1,0,0
kosmicznispawacze,35,left,47,1,0,0
kosmicznispawacze,35,left,48,1,0,0
kosmicznispawacze,35,left,49,1,0,0
kosmicznispawacze,35,left,50,1,0,0
kosmicznispawacze,35,left,51,1,0,0
kosmicznispawacze,35,left,52,1,0,0
kosmicznispawacze,35,left,53,1,0,0
kosmicznispawacze,35,left,54,1,0,0
kosmicznispawacze,35,left,55,1,0,0
kosmicznispawacze,35,left,56,1,0,0
kosmicznispawacze,35,left,57,1,0,0
kosmicznispawacze,35,left,58,1,0,0
kosmicznispawacze,35,left,59,1,0,0
kosmicznispawacze,35,left,60,1,0,0
kosmicznispawacze,35,left,61,1,0,0
kosmicznispawacze,35,left,62,1,0,0
kosmicznispawacze,35,left,63,1,0,0
kosmicznispawacze,35,left,64,2,0,0
kosmicznispawacze,35,left,65,2,0,0
kosmicznispawacze,35,left,66,2,0,0
kosmicznispawacze,35,left,67,2,0,0
kosmicznispawacze,35,left,68,2,0,0
kosmicznispawacze,35,left,69,2,0,0
kosmicznispawacze,35,left,70,2,0,0
kosmicznispawacze,35,left,71,2,0,0
kosmicznispawacze,35,left,72,2,0,0
kosmicznispawacze,35,left,73,2,0,0
kosmicznispawacze,35,left,74,2,0,0
kosmicznispawacze,35,left,75,2,0,0
kosmicznispawacze,35,left,76,2,0,0
kosmicznispawacze,35,left,77,2,0,0
kosmicznispawacze,35,left,78,2,0,0
kosmicznispawacze,35,left,79,2,0,0
kosmicznispawacze,35,left,80,2,0,0
kosmicznispawacze,35,left,81,2,0,0
kosmicznispawacze,35,left,82,2,0,0
kosmicznispawacze,35,left,83,2,0,0
kosmicznispawacze,35,left,84,2,0,0
kosmicznispawacze,35,left,85,2,0,0
kosmicznispawacze,35,left,86,2,0,0
kosmicznispawacze,35,left,87,2,0,0
kosmicznispawacze,35,left,88,2,0,0
kosmicznispawacze,35,left,89,2,0,0
kosmicznispawacze,35,left,90,3,0,0
kosmicznispawacze,35,left,91,3,0,0
kosmicznispawacze,35,left,92,3,0,0
kosmicznispawacze,35,left,93,3,0,0
kosmicznispawacze,35,left,94,3,0,0
kosmicznispawacze,35,left,95,3,0,0
kosmicznispawacze,35,left,96,3,0,0
kosmicznispawacze,35,left,97,3,0,0
kosmicznispawacze,35,left,98,3,0,0
kosmicznispawacze,35,left,99,3,0,0
kosmicznispawacze,35,left,100,3,0,0
kosmicznispawacze,35,left,101,3,0,0
kosmicznispawacze,35,left,102,3,0,0
kosmicznispawacze,35,left,103,3,0,0
kosmicznispawacze,35,left,104,3,0,0
kosmicznispawacze,35,left,105,3,0,0
kosmicznispawacze,35,left,106,3,0,0
kosmicznispawacze,35,left,107,3,0,0
kosmicznispawacze,35,left,108,3,0,0
kosmicznispawacze,35,left,109,3,0,0
kosmicznispawacze,35,left,110,3,0,0
kosmicznispawacze,35,left,111,3,0,0
kosmicznispawacze,35,left,112,3,0,0
kosmicznispawacze,35,left,113,3,0,0
kosmicznispawacze,35,left,114,3,0,0
kosmicznispawacze,35,left,115,3,0,0
kosmicznispawacze,35,left,116,4,0,0
kosmicznispawacze,35,left,117,4,0,0
kosmicznispawacze,35,left,118,4,0,0
kosmicznispawacze,35,left,119,4,0,0
kosmicznispawacze,35,left,120,4,0,0
kosmicznispawacze,35,left,121,4,0,0
kosmicznispawacze,35,left,122,4,0,0
kosmicznispawacze,35,left,123,4,0,0
kosmicznispawacze,35,left,124,4,0,0
kosmicznispawacze,35,left,125,4,0,0
kosmicznispawacze,35,left,126,4,0,0
kosmicznispawacze,35,left,127,4,0,0
kosmicznispawacze,35,left,128,4,0,0
kosmicznispawacze,35,left,129,4,0,0
kosmicznispawacze,35,left,130,4,0,0
kosmicznispawacze,35,left,131,4,0,0
kosmicznispawacze,35,left,132,4,0,0
kosmicznispawacze,35,left,133,4,0,0
kosmicznispawacze,35,left,134,4,0,0
kosmicznispawacze,35,left,135,4,0,0
kosmicznispawacze,35,left,136,4,0,0
kosmicznispawacze,35,left,137,4,0,0
kosmicznispawacze,35,left,138,4,0,0
kosmicznispawacze,35,left,139,4,0,0
kosmicznispawacze,35,left,140,4,0,0
kosmicznispawacze,35,left,141,4,0,0
kosmicznispawacze,35,left,142,4,0,0
kosmicznispawacze,35,left,143,4,0,0
kosmicznispawacze,35,left,144,5,0,0
kosmicznispawacze,35,left,145,5,0,0
kosmicznispawacze,35,left,146,5,0,0
kosmicznispawacze,35,left,147,5,0,0
kosmicznispawacze,35,left,148,5,0,0
kosmicznispawacze,35,left,149,5,0,0
kosmicznispawacze,35,left,150,5,0,0
kosmicznispawacze,35,left,151,5,0,0
kosmicznispawacze,35,left,152,5,0,0
kosmicznispawacze,35,left,153,5,0,0
kosmicznispawacze,35,left,154,5,0,0
kosmicznispawacze,35,left,155,5,0,0
kosmicznispawacze,35,left,156,5,0,0
kosmicznispawacze,35,left,157,5,0,0
kosmicznispawacze,35,left,158,5,0,0
kosmicznispawacze,35,left,159,5,0,0
kosmicznispawacze,35,left,160,5,0,0
kosmicznispawacze,35,left,161,5,0,0
kosmicznispawacze,35,left,162,5,0,0
kosmicznispawacze,35,left,163,5,0,0
kosmicznispawacze,35,left,164,5,0,0
kosmicznispawacze,35,left,165,5,0,0
kosmicznispawacze,35,left,166,5,0,0
kosmicznispawacze,35,left,167,5,0,0
kosmicznispawacze,35,left,168,5,0,0
kosmicznispawacze,35,left,169,6,0,0
kosmicznispawacze,35,left,170,6,0,0
kosmicznispawacze,35,left,171,6,0,0
kosmicznispawacze,35,left,172,6,0,0
kosmicznispawacze,35,left,173,6,0,0
kosmicznispawacze,35,left,174,6,0,0
kosmicznispawacze,35,left,175,6,0,0
kosmicznispawacze,35,left,176,6,0,0
kosmicznispawacze,35,left,177,6,0,0
kosmicznispawacze,35,left,178,6,0,0
kosmicznispawacze,35,left,179,6,0,0
kosmicznispawacze,35,left,180,6,0,0
kosmicznispawacze,35,left,181,6,0,0
kosmicznispawacze,35,left,182,6,0,0
kosmicznispawacze,35,left,183,6,0,0
kosmicznispawacze,35,left,184,6,0,0
kosmicznispawacze,35,left,185,6,0,0
kosmicznispawacze,35,left,186,6,0,0
kosmicznispawacze,35,left,187,6,0,0
kosmicznispawacze,35,left,188,6,0,0
kosmicznispawacze,35,left,189,6,0,0
kosmicznispawacze,35,left,190,6,0,0
kosmicznispawacze,35,left,191,6,0,0
kosmicznispawacze,35,left,192,6,0,0
kosmicznispawacze,35,left,193,6,0,0
kosmicznispawacze,35,left,194,7,0,0
kosmicznispawacze,35,left,195,7,0,0
kosmicznispawacze,35,left,196,7,0,0
kosmicznispawacze,35,left,197,7,0,0
kosmicznispawacze,35,left,198,7,0,0
kosmicznispawacze,35,left,199,7,0,0
kosmicznispawacze,35,left,200,7,0,0
kosmicznispawacze,35,left,201,7,0,0
kosmicznispawacze,35,left,202,7,0,0
kosmicznispawacze,35,left,203,7,0,0
kosmicznispawacze,35,left,204,7,0,0
kosmicznispawacze,35,left,205,7,0,0
kosmicznispawacze,35,left,206,7,0,0
kosmicznispawacze,35,left,207,7,0,0
kosmicznispawacze,35,left,208,7,0,0
kosmicznispawacze,35,left,209,7,0,0
kosmicznispawacze,35,left,210,7,0,0
kosmicznispawacze,35,left,211,7,0,0
kosmicznispawacze,35,left,212,7,0,0
kosmicznispawacze,35,left,213,7,0,0
kosmicznispawacze,35,left,214,7,0,0
kosmicznispawacze,35,left,215,7,0,0
kosmicznispawacze,35,left,216,7,0,0
kosmicznispawacze,35,left,217,7,0,0
kosmicznispawacze,35,left,218,7,0,0
kosmicznispawacze,35,left,219,7,0,0
kosmicznispawacze,35,left,220,8,0,0
kosmicznispawacze,35,left,221,8,0,0
kosmicznispawacze,35,left,222,8,0,0
kosmicznispawacze,35,left,223,8,0,0
kosmicznispawacze,35,left,224,8,0,0
kosmicznispawacze,35,left,225,8,0,0
kosmicznispawacze,35,left,226,8,0,0
kosmicznispawacze,35,left,227,8,0,0
kosmicznispawacze,35,left,228,8,0,0
kosmicznispawacze,35,left,229,8,0,0
kosmicznispawacze,35,left,230,8,0,0
kosmicznispawacze,35,left,231,8,0,0
kosmicznispawacze,35,left,232,8,0,0
kosmicznispawacze,35,left,233,8,0,0
kosmicznispawacze,35,left,234,8,0,0
kosmicznispawacze,35,left,235,8,0,0
kosmicznispawacze,35,left,236,8,0,0
kosmicznispawacze,35,left,237,8,0,0
kosmicznispawacze,35,left,238,8,0,0
kosmicznispawacze,35,left,239,8,0,0
kosmicznispawacze,35,left,240,8,0,0
kosmicznispawacze,35,left,241,8,0,0
kosmicznispawacze,35,left,242,8,0,0
kosmicznispawacze,35,left,243,8,0,0
kosmicznispawacze,35,left,244,8,0,0
kosmicznispawacze,35,left,245,8,0,0
kosmicznispawacze,35,left,246,8,0,0
kosmicznispawacze,35,left,247,8,0,0
kosmicznispawacze,35,left,248,8,0,0
kosmicznispawacze,35,left,249,9,0,0
kosmicznispawacze,35,left,250,9,0,0
kosmicznispawacze,35,left,251,9,0,0
kosmicznispawacze,35,left,252,9,0,0
kosmicznispawacze,35,left,253,9,0,0
kosmicznispawacze,35,left,254,9,0,0
kosmicznispawacze,35,left,255,9,0,0
kosmicznispawacze,35,left,256,9,0,0
kosmicznispawacze,35,left,257,9,0,0
kosmicznispawacze,35,left,258,9,0,0
kosmicznispawacze,35,left,259,9,0,0
kosmicznispawacze,35,left,260,9,0,0
kosmicznispawacze,35,left,261,9,0,0
kosmicznispawacze,35,left,262,9,0,0
kosmicznispawacze,35,left,263,9,0,0
kosmicznispawacze,35,left,264,9,0,0
kosmicznispawacze,35,left,265,9,0,0
kosmicznispawacze,35,left,266,9,0,0
kosmicznispawacze,35,left,267,9,0,0
kosmicznispawacze,35,left,268,9,0,0
kosmicznispawacze,35,left,269,9,0,0
kosmicznispawacze,35,left,270,9,0,0
kosmicznispawacze,35,left,271,9,0,0
kosmicznispawacze,35,left,272,9,0,0
kosmicznispawacze,35,left,273,9,0,0
kosmicznispawacze,35,left,274,9,0,0
kosmicznispawacze,35,left,280,9,0,0
