team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,27,left,0,0,locomotive,0
kosmicznispawacze,27,left,1,0,locomotive,0
kosmicznispawacze,27,left,2,0,locomotive,0
kosmicznispawacze,27,left,3,0,locomotive,0
kosmicznispawacze,27,left,4,0,locomotive,0
kosmicznispawacze,27,left,5,0,locomotive,0
kosmicznispawacze,27,left,6,0,locomotive,0
kosmicznispawacze,27,left,7,0,locomotive,0
kosmicznispawacze,27,left,8,0,locomotive,0
kosmicznispawacze,27,left,9,0,locomotive,0
kosmicznispawacze,27,left,10,0,locomotive,0
kosmicznispawacze,27,left,11,0,locomotive,0
kosmicznispawacze,27,left,12,0,locomotive,0
kosmicznispawacze,27,left,13,0,locomotive,0
kosmicznispawacze,27,left,14,0,locomotive,0
kosmicznispawacze,27,left,15,0,locomotive,0
kosmicznispawacze,27,left,16,0,locomotive,0
kosmicznispawacze,27,left,17,0,locomotive,0
kosmicznispawacze,27,left,18,0,locomotive,0
kosmicznispawacze,27,left,19,0,locomotive,0
kosmicznispawacze,27,left,20,0,locomotive,0
kosmicznispawacze,27,left,21,0,locomotive,0
kosmicznispawacze,27,left,22,0,locomotive,0
kosmicznispawacze,27,left,23,0,locomotive,0
kosmicznispawacze,27,left,24,0,locomotive,0
kosmicznispawacze,27,left,25,0,locomotive,0
kosmicznispawacze,27,left,26,0,locomotive,0
kosmicznispawacze,27,left,27,0,locomotive,0
kosmicznispawacze,27,left,28,0,locomotive,0
kosmicznispawacze,27,left,29,0,locomotive,0
kosmicznispawacze,27,left,30,0,locomotive,0
kosmicznispawacze,27,left,31,0,locomotive,0
kosmicznispawacze,27,left,32,0,locomotive,0
kosmicznispawacze,27,left,33,0,locomotive,0
kosmicznispawacze,27,left,34,0,locomotive,0
kosmicznispawacze,27,left,35,0,locomotive,0
kosmicznispawacze,27,left,36,0,locomotive,0
kosmicznispawacze,27,left,37,0,locomotive,0
kosmicznispawacze,27,left,38,0,locomotive,0
kosmicznispawacze,27,left,39,1,0,0
kosmicznispawacze,27,left,40,1,0,0
kosmicznispawacze,27,left,41,2,0,0
kosmicznispawacze,27,left,42,2,0,0
kosmicznispawacze,27,left,43,2,0,0
kosmicznispawacze,27,left,44,2,0,0
kosmicznispawacze,27,left,45,2,0,0
kosmicznispawacze,27,left,46,2,0,0
kosmicznispawacze,27,left,47,2,0,0
kosmicznispawacze,27,left,48,2,0,0
kosmicznispawacze,27,left,49,2,0,0
kosmicznispawacze,27,left,50,2,0,0
kosmicznispawacze,27,left,51,2,0,0
