team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,55,right,0,0,locomotive,0
kosmicznispawacze,55,right,1,0,locomotive,0
kosmicznispawacze,55,right,2,0,locomotive,0
kosmicznispawacze,55,right,3,0,locomotive,0
kosmicznispawacze,55,right,4,1,0,0
kosmicznispawacze,55,right,5,1,0,0
kosmicznispawacze,55,right,6,1,0,0
kosmicznispawacze,55,right,7,1,0,0
kosmicznispawacze,55,right,8,1,0,0
kosmicznispawacze,55,right,9,1,0,0
kosmicznispawacze,55,right,10,1,0,0
kosmicznispawacze,55,right,11,1,0,0
kosmicznispawacze,55,right,12,1,0,0
kosmicznispawacze,55,right,13,1,0,0
kosmicznispawacze,55,right,14,1,0,0
kosmicznispawacze,55,right,15,1,0,0
kosmicznispawacze,55,right,16,2,0,0
kosmicznispawacze,55,right,17,2,0,0
kosmicznispawacze,55,right,18,2,0,0
kosmicznispawacze,55,right,19,2,0,0
kosmicznispawacze,55,right,20,2,0,0
kosmicznispawacze,55,right,21,2,0,0
kosmicznispawacze,55,right,22,2,0,0
kosmicznispawacze,55,right,23,2,0,0
kosmicznispawacze,55,right,24,3,0,0
kosmicznispawacze,55,right,25,3,0,0
kosmicznispawacze,55,right,26,3,0,0
kosmicznispawacze,55,right,27,3,0,0
kosmicznispawacze,55,right,28,3,0,0
kosmicznispawacze,55,right,29,3,0,0
kosmicznispawacze,55,right,30,3,0,0
kosmicznispawacze,55,right,31,3,0,0
kosmicznispawacze,55,right,32,3,0,0
kosmicznispawacze,55,right,33,3,0,0
kosmicznispawacze,55,right,34,3,0,0
kosmicznispawacze,55,right,35,3,0,0
kosmicznispawacze,55,right,36,3,0,0
kosmicznispawacze,55,right,37,3,0,0
kosmicznispawacze,55,right,38,3,0,0
kosmicznispawacze,55,right,39,3,0,0
kosmicznispawacze,55,right,40,3,0,0
kosmicznispawacze,55,right,41,3,0,0
kosmicznispawacze,55,right,42,3,0,0
kosmicznispawacze,55,right,43,3,0,0
kosmicznispawacze,55,right,44,3,0,0
kosmicznispawacze,55,right,45,3,0,0
kosmicznispawacze,55,right,46,4,0,0
kosmicznispawacze,55,right,47,4,0,0
kosmicznispawacze,55,right,48,4,0,0
kosmicznispawacze,55,right,49,4,0,0
kosmicznispawacze,55,right,50,4,0,0
kosmicznispawacze,55,right,51,4,0,0
kosmicznispawacze,55,right,52,4,0,0
kosmicznispawacze,55,right,53,4,0,0
kosmicznispawacze,55,right,54,4,0,0
kosmicznispawacze,55,right,55,4,0,0
kosmicznispawacze,55,right,56,4,0,0
kosmicznispawacze,55,right,57,4,0,0
kosmicznispawacze,55,right,58,4,0,0
kosmicznispawacze,55,right,59,4,0,0
kosmicznispawacze,55,right,60,4,0,0
kosmicznispawacze,55,right,61,4,0,0
kosmicznispawacze,55,right,62,4,0,0
kosmicznispawacze,55,right,63,4,0,0
kosmicznispawacze,55,right,64,4,0,0
kosmicznispawacze,55,right,65,4,0,0
kosmicznispawacze,55,right,66,4,0,0
kosmicznispawacze,55,right,67,5,0,0
kosmicznispawacze,55,right,68,5,0,0
kosmicznispawacze,55,right,69,5,0,0
kosmicznispawacze,55,right,70,5,0,0
kosmicznispawacze,55,right,71,5,0,0
kosmicznispawacze,55,right,72,6,0,0
kosmicznispawacze,55,right,73,6,0,0
kosmicznispawacze,55,right,74,6,0,0
kosmicznispawacze,55,right,75,6,0,0
kosmicznispawacze,55,right,76,6,0,0
kosmicznispawacze,55,right,77,6,0,0
kosmicznispawacze,55,right,78,6,0,0
kosmicznispawacze,55,right,79,6,0,0
kosmicznispawacze,55,right,80,6,0,0
kosmicznispawacze,55,right,81,6,0,0
kosmicznispawacze,55,right,82,6,0,0
kosmicznispawacze,55,right,83,6,0,0
kosmicznispawacze,55,right,84,6,0,0
kosmicznispawacze,55,right,85,6,0,0
kosmicznispawacze,55,right,86,6,0,0
kosmicznispawacze,55,right,87,6,0,0
kosmicznispawacze,55,right,88,7,0,0
kosmicznispawacze,55,right,89,7,0,0
kosmicznispawacze,55,right,90,7,0,0
kosmicznispawacze,55,right,91,7,0,0
kosmicznispawacze,55,right,92,7,0,0
kosmicznispawacze,55,right,93,7,0,0
kosmicznispawacze,55,right,94,7,0,0
kosmicznispawacze,55,right,95,7,0,0
kosmicznispawacze,55,right,96,7,0,0
kosmicznispawacze,55,right,97,7,0,0
kosmicznispawacze,55,right,98,7,0,0
kosmicznispawacze,55,right,99,7,0,0
kosmicznispawacze,55,right,100,7,0,0
kosmicznispawacze,55,right,101,7,0,0
kosmicznispawacze,55,right,102,7,0,0
kosmicznispawacze,55,right,103,7,0,0
kosmicznispawacze,55,right,104,7,0,0
kosmicznispawacze,55,right,105,7,0,0
kosmicznispawacze,55,right,106,7,0,0
kosmicznispawacze,55,right,107,7,0,0
kosmicznispawacze,55,right,108,7,0,0
kosmicznispawacze,55,right,109,7,0,0
kosmicznispawacze,55,right,110,7,0,0
kosmicznispawacze,55,right,111,8,0,0
kosmicznispawacze,55,right,112,8,0,0
kosmicznispawacze,55,right,113,8,0,0
kosmicznispawacze,55,right,114,8,0,0
kosmicznispawacze,55,right,115,8,0,0
kosmicznispawacze,55,right,116,8,0,0
kosmicznispawacze,55,right,117,8,0,0
kosmicznispawacze,55,right,118,8,0,0
kosmicznispawacze,55,right,119,8,0,0
kosmicznispawacze,55,right,120,8,0,0
kosmicznispawacze,55,right,121,8,0,0
kosmicznispawacze,55,right,122,8,0,0
kosmicznispawacze,55,right,123,8,0,0
kosmicznispawacze,55,right,124,8,0,0
kosmicznispawacze,55,right,125,8,0,0
kosmicznispawacze,55,right,126,8,0,0
kosmicznispawacze,55,right,127,8,0,0
kosmicznispawacze,55,right,128,8,0,0
kosmicznispawacze,55,right,129,8,0,0
kosmicznispawacze,55,right,130,8,0,0
kosmicznispawacze,55,right,131,8,0,0
kosmicznispawacze,55,right,132,8,0,0
kosmicznispawacze,55,right,133,8,0,0
kosmicznispawacze,55,right,134,8,0,0
kosmicznispawacze,55,right,135,8,0,0
kosmicznispawacze,55,right,136,8,0,0
kosmicznispawacze,55,right,137,8,0,0
kosmicznispawacze,55,right,138,8,0,0
kosmicznispawacze,55,right,139,8,0,0
kosmicznispawacze,55,right,140,8,0,0
kosmicznispawacze,55,right,141,8,0,0
kosmicznispawacze,55,right,142,8,0,0
kosmicznispawacze,55,right,143,8,0,0
kosmicznispawacze,55,right,144,8,0,0
kosmicznispawacze,55,right,145,8,0,0
kosmicznispawacze,55,right,146,8,0,0
kosmicznispawacze,55,right,147,8,0,0
kosmicznispawacze,55,right,148,8,0,0
kosmicznispawacze,55,right,149,8,0,0
kosmicznispawacze,55,right,150,8,0,0
kosmicznispawacze,55,right,151,8,0,0
kosmicznispawacze,55,right,152,9,0,0
kosmicznispawacze,55,right,153,9,0,0
kosmicznispawacze,55,right,154,9,0,0
kosmicznispawacze,55,right,155,9,0,0
kosmicznispawacze,55,right,156,9,0,0
kosmicznispawacze,55,right,157,9,0,0
kosmicznispawacze,55,right,158,10,0,0
kosmicznispawacze,55,right,159,10,0,0
kosmicznispawacze,55,right,160,10,0,0
kosmicznispawacze,55,right,161,10,0,0
kosmicznispawacze,55,right,162,10,0,0
kosmicznispawacze,55,right,163,10,0,0
kosmicznispawacze,55,right,164,10,0,0
kosmicznispawacze,55,right,165,10,0,0
kosmicznispawacze,55,right,166,10,0,0
kosmicznispawacze,55,right,167,10,0,0
kosmicznispawacze,55,right,168,10,0,0
kosmicznispawacze,55,right,169,10,0,0
kosmicznispawacze,55,right,170,10,0,0
kosmicznispawacze,55,right,171,10,0,0
kosmicznispawacze,55,right,172,10,0,0
kosmicznispawacze,55,right,173,10,0,0
kosmicznispawacze,55,right,174,10,0,0
kosmicznispawacze,55,right,175,10,0,0
kosmicznispawacze,55,right,176,10,0,0
kosmicznispawacze,55,right,177,10,0,0
kosmicznispawacze,55,right,178,10,0,0
