team_name,train_number,left_right,frame_number,wagon,uic_0_1,uic_label
kosmicznispawacze,26,right,0,0,locomotive,0
kosmicznispawacze,26,right,1,0,locomotive,0
kosmicznispawacze,26,right,2,0,locomotive,0
kosmicznispawacze,26,right,3,0,locomotive,0
kosmicznispawacze,26,right,4,0,locomotive,0
kosmicznispawacze,26,right,5,0,locomotive,0
kosmicznispawacze,26,right,6,0,locomotive,0
kosmicznispawacze,26,right,7,0,locomotive,0
kosmicznispawacze,26,right,8,0,locomotive,0
kosmicznispawacze,26,right,9,0,locomotive,0
kosmicznispawacze,26,right,10,0,locomotive,0
kosmicznispawacze,26,right,11,0,locomotive,0
kosmicznispawacze,26,right,12,0,locomotive,0
kosmicznispawacze,26,right,13,0,locomotive,0
kosmicznispawacze,26,right,14,0,locomotive,0
kosmicznispawacze,26,right,15,0,locomotive,0
kosmicznispawacze,26,right,16,0,locomotive,0
kosmicznispawacze,26,right,17,0,locomotive,0
kosmicznispawacze,26,right,18,0,locomotive,0
kosmicznispawacze,26,right,19,0,locomotive,0
kosmicznispawacze,26,right,20,0,locomotive,0
kosmicznispawacze,26,right,21,0,locomotive,0
kosmicznispawacze,26,right,22,0,locomotive,0
kosmicznispawacze,26,right,23,0,locomotive,0
kosmicznispawacze,26,right,24,0,locomotive,0
kosmicznispawacze,26,right,25,0,locomotive,0
kosmicznispawacze,26,right,26,0,locomotive,0
kosmicznispawacze,26,right,27,0,locomotive,0
kosmicznispawacze,26,right,28,0,locomotive,0
kosmicznispawacze,26,right,29,0,locomotive,0
kosmicznispawacze,26,right,30,0,locomotive,0
kosmicznispawacze,26,right,31,0,locomotive,0
kosmicznispawacze,26,right,32,0,locomotive,0
kosmicznispawacze,26,right,33,0,locomotive,0
kosmicznispawacze,26,right,34,0,locomotive,0
kosmicznispawacze,26,right,35,0,locomotive,0
kosmicznispawacze,26,right,36,0,locomotive,0
kosmicznispawacze,26,right,37,0,locomotive,0
kosmicznispawacze,26,right,38,0,locomotive,0
kosmicznispawacze,26,right,39,0,locomotive,0
kosmicznispawacze,26,right,40,0,locomotive,0
kosmicznispawacze,26,right,41,0,locomotive,0
kosmicznispawacze,26,right,42,0,locomotive,0
kosmicznispawacze,26,right,43,0,locomotive,0
kosmicznispawacze,26,right,44,0,locomotive,0
kosmicznispawacze,26,right,45,0,locomotive,0
kosmicznispawacze,26,right,46,0,locomotive,0
kosmicznispawacze,26,right,47,0,locomotive,0
kosmicznispawacze,26,right,48,0,locomotive,0
kosmicznispawacze,26,right,49,0,locomotive,0
kosmicznispawacze,26,right,50,0,locomotive,0
kosmicznispawacze,26,right,51,0,locomotive,0
kosmicznispawacze,26,right,52,0,locomotive,0
kosmicznispawacze,26,right,53,0,locomotive,0
kosmicznispawacze,26,right,54,0,locomotive,0
kosmicznispawacze,26,right,55,0,locomotive,0
kosmicznispawacze,26,right,56,0,locomotive,0
kosmicznispawacze,26,right,57,0,locomotive,0
